key,title_he,speed_he,domain_he,topic_he,description_he,keywords_he,file_name,file_path,public_path,image_url,status,width,height,model,style_policy
1.2.5.1,פטיש שופט כללי,מהיר,פלילים,בתי משפט,"אילוסטרציה 16:9 בגודל 1280x720 בסגנון צילום חדשותי נקי. הסצנה מציגה פטיש שופט כללי בהקשר של בתי משפט, ללא אנשים מזוהים, ללא לוגואים וללא הצגה כאירוע אמיתי. קומפוזיציה ברורה עם עומק, תאורה טבעית, ומקום נקי לכותרת במקרה הצורך.","מהיר, פלילים, בתי משפט, פטיש שופט כללי, אילוסטרציה, חדשות, פואנטה",poenta_049_1_2_5_1_calm.jpg,/root/.openclaw/workspace/generated/poenta-image-bank/images/1280x720/poenta_049_1_2_5_1_calm.jpg,/assets/poenta-image-bank/poenta_049_1_2_5_1_calm.jpg,https://poanta-demo.pages.dev/assets/poenta-image-bank/poenta_049_1_2_5_1_calm.jpg,generated_pending_review,1280,720,gemini-3.1-flash-lite-image,calm_realistic_optimistic_editorial
1.2.5.2,אולם משפט ריק,מהיר,פלילים,בתי משפט,"אילוסטרציה 16:9 בגודל 1280x720 בסגנון צילום חדשותי נקי. הסצנה מציגה אולם משפט ריק בהקשר של בתי משפט, ללא אנשים מזוהים, ללא לוגואים וללא הצגה כאירוע אמיתי. קומפוזיציה ברורה עם עומק, תאורה טבעית, ומקום נקי לכותרת במקרה הצורך.","מהיר, פלילים, בתי משפט, אולם משפט ריק, אילוסטרציה, חדשות, פואנטה",poenta_050_1_2_5_2_calm.jpg,/root/.openclaw/workspace/generated/poenta-image-bank/images/1280x720/poenta_050_1_2_5_2_calm.jpg,/assets/poenta-image-bank/poenta_050_1_2_5_2_calm.jpg,https://poanta-demo.pages.dev/assets/poenta-image-bank/poenta_050_1_2_5_2_calm.jpg,generated_pending_review,1280,720,gemini-3.1-flash-lite-image,calm_realistic_optimistic_editorial
1.2.5.3,תיקי מסמכים משפטיים,מהיר,פלילים,בתי משפט,"אילוסטרציה 16:9 בגודל 1280x720 בסגנון צילום חדשותי נקי. הסצנה מציגה תיקי מסמכים משפטיים בהקשר של בתי משפט, ללא אנשים מזוהים, ללא לוגואים וללא הצגה כאירוע אמיתי. קומפוזיציה ברורה עם עומק, תאורה טבעית, ומקום נקי לכותרת במקרה הצורך.","מהיר, פלילים, בתי משפט, תיקי מסמכים משפטיים, אילוסטרציה, חדשות, פואנטה",poenta_051_1_2_5_3_calm.jpg,/root/.openclaw/workspace/generated/poenta-image-bank/images/1280x720/poenta_051_1_2_5_3_calm.jpg,/assets/poenta-image-bank/poenta_051_1_2_5_3_calm.jpg,https://poanta-demo.pages.dev/assets/poenta-image-bank/poenta_051_1_2_5_3_calm.jpg,generated_pending_review,1280,720,gemini-3.1-flash-lite-image,calm_realistic_optimistic_editorial
1.2.5.4,כניסה לבית משפט,מהיר,פלילים,בתי משפט,"אילוסטרציה 16:9 בגודל 1280x720 בסגנון צילום חדשותי נקי. הסצנה מציגה כניסה לבית משפט בהקשר של בתי משפט, ללא אנשים מזוהים, ללא לוגואים וללא הצגה כאירוע אמיתי. קומפוזיציה ברורה עם עומק, תאורה טבעית, ומקום נקי לכותרת במקרה הצורך.","מהיר, פלילים, בתי משפט, כניסה לבית משפט, אילוסטרציה, חדשות, פואנטה",poenta_052_1_2_5_4_calm.jpg,/root/.openclaw/workspace/generated/poenta-image-bank/images/1280x720/poenta_052_1_2_5_4_calm.jpg,/assets/poenta-image-bank/poenta_052_1_2_5_4_calm.jpg,https://poanta-demo.pages.dev/assets/poenta-image-bank/poenta_052_1_2_5_4_calm.jpg,generated_pending_review,1280,720,gemini-3.1-flash-lite-image,calm_realistic_optimistic_editorial
1.3.1.1,מליאת כנסת כללית,מהיר,פוליטיקה,כנסת,"אילוסטרציה 16:9 בגודל 1280x720 בסגנון צילום חדשותי נקי. הסצנה מציגה מליאת כנסת כללית בהקשר של כנסת, ללא אנשים מזוהים, ללא לוגואים וללא הצגה כאירוע אמיתי. קומפוזיציה ברורה עם עומק, תאורה טבעית, ומקום נקי לכותרת במקרה הצורך.","מהיר, פוליטיקה, כנסת, מליאת כנסת כללית, אילוסטרציה, חדשות, פואנטה",poenta_053_1_3_1_1_calm.jpg,/root/.openclaw/workspace/generated/poenta-image-bank/images/1280x720/poenta_053_1_3_1_1_calm.jpg,/assets/poenta-image-bank/poenta_053_1_3_1_1_calm.jpg,https://poanta-demo.pages.dev/assets/poenta-image-bank/poenta_053_1_3_1_1_calm.jpg,generated_pending_review,1280,720,gemini-3.1-flash-lite-image,calm_realistic_optimistic_editorial
1.3.1.2,מסדרון כנסת ריק,מהיר,פוליטיקה,כנסת,"אילוסטרציה 16:9 בגודל 1280x720 בסגנון צילום חדשותי נקי. הסצנה מציגה מסדרון כנסת ריק בהקשר של כנסת, ללא אנשים מזוהים, ללא לוגואים וללא הצגה כאירוע אמיתי. קומפוזיציה ברורה עם עומק, תאורה טבעית, ומקום נקי לכותרת במקרה הצורך.","מהיר, פוליטיקה, כנסת, מסדרון כנסת ריק, אילוסטרציה, חדשות, פואנטה",poenta_054_1_3_1_2_calm.jpg,/root/.openclaw/workspace/generated/poenta-image-bank/images/1280x720/poenta_054_1_3_1_2_calm.jpg,/assets/poenta-image-bank/poenta_054_1_3_1_2_calm.jpg,https://poanta-demo.pages.dev/assets/poenta-image-bank/poenta_054_1_3_1_2_calm.jpg,generated_pending_review,1280,720,gemini-3.1-flash-lite-image,calm_realistic_optimistic_editorial
1.3.1.3,מיקרופונים במסיבת עיתונאים,מהיר,פוליטיקה,כנסת,"אילוסטרציה 16:9 בגודל 1280x720 בסגנון צילום חדשותי נקי. הסצנה מציגה מיקרופונים במסיבת עיתונאים בהקשר של כנסת, ללא אנשים מזוהים, ללא לוגואים וללא הצגה כאירוע אמיתי. קומפוזיציה ברורה עם עומק, תאורה טבעית, ומקום נקי לכותרת במקרה הצורך.","מהיר, פוליטיקה, כנסת, מיקרופונים במסיבת עיתונאים, אילוסטרציה, חדשות, פואנטה",poenta_055_1_3_1_3_calm.jpg,/root/.openclaw/workspace/generated/poenta-image-bank/images/1280x720/poenta_055_1_3_1_3_calm.jpg,/assets/poenta-image-bank/poenta_055_1_3_1_3_calm.jpg,https://poanta-demo.pages.dev/assets/poenta-image-bank/poenta_055_1_3_1_3_calm.jpg,generated_pending_review,1280,720,gemini-3.1-flash-lite-image,calm_realistic_optimistic_editorial
1.3.1.4,שולחן ועדה בכנסת,מהיר,פוליטיקה,כנסת,"אילוסטרציה 16:9 בגודל 1280x720 בסגנון צילום חדשותי נקי. הסצנה מציגה שולחן ועדה בכנסת בהקשר של כנסת, ללא אנשים מזוהים, ללא לוגואים וללא הצגה כאירוע אמיתי. קומפוזיציה ברורה עם עומק, תאורה טבעית, ומקום נקי לכותרת במקרה הצורך.","מהיר, פוליטיקה, כנסת, שולחן ועדה בכנסת, אילוסטרציה, חדשות, פואנטה",poenta_056_1_3_1_4_calm.jpg,/root/.openclaw/workspace/generated/poenta-image-bank/images/1280x720/poenta_056_1_3_1_4_calm.jpg,/assets/poenta-image-bank/poenta_056_1_3_1_4_calm.jpg,https://poanta-demo.pages.dev/assets/poenta-image-bank/poenta_056_1_3_1_4_calm.jpg,generated_pending_review,1280,720,gemini-3.1-flash-lite-image,calm_realistic_optimistic_editorial
1.3.1.5,דגל ישראל באולם רשמי,מהיר,פוליטיקה,כנסת,"אילוסטרציה 16:9 בגודל 1280x720 בסגנון צילום חדשותי נקי. הסצנה מציגה דגל ישראל באולם רשמי בהקשר של כנסת, ללא אנשים מזוהים, ללא לוגואים וללא הצגה כאירוע אמיתי. קומפוזיציה ברורה עם עומק, תאורה טבעית, ומקום נקי לכותרת במקרה הצורך.","מהיר, פוליטיקה, כנסת, דגל ישראל באולם רשמי, אילוסטרציה, חדשות, פואנטה",poenta_057_1_3_1_5_calm.jpg,/root/.openclaw/workspace/generated/poenta-image-bank/images/1280x720/poenta_057_1_3_1_5_calm.jpg,/assets/poenta-image-bank/poenta_057_1_3_1_5_calm.jpg,https://poanta-demo.pages.dev/assets/poenta-image-bank/poenta_057_1_3_1_5_calm.jpg,generated_pending_review,1280,720,gemini-3.1-flash-lite-image,calm_realistic_optimistic_editorial
1.3.2.1,חדר ישיבות ממשלתי,מהיר,פוליטיקה,ממשלה,"אילוסטרציה 16:9 בגודל 1280x720 בסגנון צילום חדשותי נקי. הסצנה מציגה חדר ישיבות ממשלתי בהקשר של ממשלה, ללא אנשים מזוהים, ללא לוגואים וללא הצגה כאירוע אמיתי. קומפוזיציה ברורה עם עומק, תאורה טבעית, ומקום נקי לכותרת במקרה הצורך.","מהיר, פוליטיקה, ממשלה, חדר ישיבות ממשלתי, אילוסטרציה, חדשות, פואנטה",poenta_058_1_3_2_1_calm.jpg,/root/.openclaw/workspace/generated/poenta-image-bank/images/1280x720/poenta_058_1_3_2_1_calm.jpg,/assets/poenta-image-bank/poenta_058_1_3_2_1_calm.jpg,https://poanta-demo.pages.dev/assets/poenta-image-bank/poenta_058_1_3_2_1_calm.jpg,generated_pending_review,1280,720,gemini-3.1-flash-lite-image,calm_realistic_optimistic_editorial
1.3.2.2,מסמכי החלטת ממשלה,מהיר,פוליטיקה,ממשלה,"אילוסטרציה 16:9 בגודל 1280x720 בסגנון צילום חדשותי נקי. הסצנה מציגה מסמכי החלטת ממשלה בהקשר של ממשלה, ללא אנשים מזוהים, ללא לוגואים וללא הצגה כאירוע אמיתי. קומפוזיציה ברורה עם עומק, תאורה טבעית, ומקום נקי לכותרת במקרה הצורך.","מהיר, פוליטיקה, ממשלה, מסמכי החלטת ממשלה, אילוסטרציה, חדשות, פואנטה",poenta_059_1_3_2_2_calm.jpg,/root/.openclaw/workspace/generated/poenta-image-bank/images/1280x720/poenta_059_1_3_2_2_calm.jpg,/assets/poenta-image-bank/poenta_059_1_3_2_2_calm.jpg,https://poanta-demo.pages.dev/assets/poenta-image-bank/poenta_059_1_3_2_2_calm.jpg,generated_pending_review,1280,720,gemini-3.1-flash-lite-image,calm_realistic_optimistic_editorial
1.3.2.3,כניסה למשרד ממשלתי,מהיר,פוליטיקה,ממשלה,"אילוסטרציה 16:9 בגודל 1280x720 בסגנון צילום חדשותי נקי. הסצנה מציגה כניסה למשרד ממשלתי בהקשר של ממשלה, ללא אנשים מזוהים, ללא לוגואים וללא הצגה כאירוע אמיתי. קומפוזיציה ברורה עם עומק, תאורה טבעית, ומקום נקי לכותרת במקרה הצורך.","מהיר, פוליטיקה, ממשלה, כניסה למשרד ממשלתי, אילוסטרציה, חדשות, פואנטה",poenta_060_1_3_2_3_calm.jpg,/root/.openclaw/workspace/generated/poenta-image-bank/images/1280x720/poenta_060_1_3_2_3_calm.jpg,/assets/poenta-image-bank/poenta_060_1_3_2_3_calm.jpg,https://poanta-demo.pages.dev/assets/poenta-image-bank/poenta_060_1_3_2_3_calm.jpg,generated_pending_review,1280,720,gemini-3.1-flash-lite-image,calm_realistic_optimistic_editorial
1.3.2.4,שולחן קבינט כללי,מהיר,פוליטיקה,ממשלה,"אילוסטרציה 16:9 בגודל 1280x720 בסגנון צילום חדשותי נקי. הסצנה מציגה שולחן קבינט כללי בהקשר של ממשלה, ללא אנשים מזוהים, ללא לוגואים וללא הצגה כאירוע אמיתי. קומפוזיציה ברורה עם עומק, תאורה טבעית, ומקום נקי לכותרת במקרה הצורך.","מהיר, פוליטיקה, ממשלה, שולחן קבינט כללי, אילוסטרציה, חדשות, פואנטה",poenta_061_1_3_2_4_calm.jpg,/root/.openclaw/workspace/generated/poenta-image-bank/images/1280x720/poenta_061_1_3_2_4_calm.jpg,/assets/poenta-image-bank/poenta_061_1_3_2_4_calm.jpg,https://poanta-demo.pages.dev/assets/poenta-image-bank/poenta_061_1_3_2_4_calm.jpg,generated_pending_review,1280,720,gemini-3.1-flash-lite-image,calm_realistic_optimistic_editorial
1.3.2.5,חותמת על מסמך רשמי,מהיר,פוליטיקה,ממשלה,"אילוסטרציה 16:9 בגודל 1280x720 בסגנון צילום חדשותי נקי. הסצנה מציגה חותמת על מסמך רשמי בהקשר של ממשלה, ללא אנשים מזוהים, ללא לוגואים וללא הצגה כאירוע אמיתי. קומפוזיציה ברורה עם עומק, תאורה טבעית, ומקום נקי לכותרת במקרה הצורך.","מהיר, פוליטיקה, ממשלה, חותמת על מסמך רשמי, אילוסטרציה, חדשות, פואנטה",poenta_062_1_3_2_5_calm.jpg,/root/.openclaw/workspace/generated/poenta-image-bank/images/1280x720/poenta_062_1_3_2_5_calm.jpg,/assets/poenta-image-bank/poenta_062_1_3_2_5_calm.jpg,https://poanta-demo.pages.dev/assets/poenta-image-bank/poenta_062_1_3_2_5_calm.jpg,generated_pending_review,1280,720,gemini-3.1-flash-lite-image,calm_realistic_optimistic_editorial
1.3.3.1,קלפי כללית,מהיר,פוליטיקה,בחירות וסקרים,"אילוסטרציה 16:9 בגודל 1280x720 בסגנון צילום חדשותי נקי. הסצנה מציגה קלפי כללית בהקשר של בחירות וסקרים, ללא אנשים מזוהים, ללא לוגואים וללא הצגה כאירוע אמיתי. קומפוזיציה ברורה עם עומק, תאורה טבעית, ומקום נקי לכותרת במקרה הצורך.","מהיר, פוליטיקה, בחירות וסקרים, קלפי כללית, אילוסטרציה, חדשות, פואנטה",poenta_063_1_3_3_1_calm.jpg,/root/.openclaw/workspace/generated/poenta-image-bank/images/1280x720/poenta_063_1_3_3_1_calm.jpg,/assets/poenta-image-bank/poenta_063_1_3_3_1_calm.jpg,https://poanta-demo.pages.dev/assets/poenta-image-bank/poenta_063_1_3_3_1_calm.jpg,generated_pending_review,1280,720,gemini-3.1-flash-lite-image,calm_realistic_optimistic_editorial
1.3.3.2,פתקי הצבעה ריקים,מהיר,פוליטיקה,בחירות וסקרים,"אילוסטרציה 16:9 בגודל 1280x720 בסגנון צילום חדשותי נקי. הסצנה מציגה פתקי הצבעה ריקים בהקשר של בחירות וסקרים, ללא אנשים מזוהים, ללא לוגואים וללא הצגה כאירוע אמיתי. קומפוזיציה ברורה עם עומק, תאורה טבעית, ומקום נקי לכותרת במקרה הצורך.","מהיר, פוליטיקה, בחירות וסקרים, פתקי הצבעה ריקים, אילוסטרציה, חדשות, פואנטה",poenta_064_1_3_3_2_calm.jpg,/root/.openclaw/workspace/generated/poenta-image-bank/images/1280x720/poenta_064_1_3_3_2_calm.jpg,/assets/poenta-image-bank/poenta_064_1_3_3_2_calm.jpg,https://poanta-demo.pages.dev/assets/poenta-image-bank/poenta_064_1_3_3_2_calm.jpg,generated_pending_review,1280,720,gemini-3.1-flash-lite-image,calm_realistic_optimistic_editorial
1.3.3.3,אזרח מאחורי פרגוד,מהיר,פוליטיקה,בחירות וסקרים,"אילוסטרציה 16:9 בגודל 1280x720 בסגנון צילום חדשותי נקי. הסצנה מציגה אזרח מאחורי פרגוד בהקשר של בחירות וסקרים, ללא אנשים מזוהים, ללא לוגואים וללא הצגה כאירוע אמיתי. קומפוזיציה ברורה עם עומק, תאורה טבעית, ומקום נקי לכותרת במקרה הצורך.","מהיר, פוליטיקה, בחירות וסקרים, אזרח מאחורי פרגוד, אילוסטרציה, חדשות, פואנטה",poenta_065_1_3_3_3_calm.jpg,/root/.openclaw/workspace/generated/poenta-image-bank/images/1280x720/poenta_065_1_3_3_3_calm.jpg,/assets/poenta-image-bank/poenta_065_1_3_3_3_calm.jpg,https://poanta-demo.pages.dev/assets/poenta-image-bank/poenta_065_1_3_3_3_calm.jpg,generated_pending_review,1280,720,gemini-3.1-flash-lite-image,calm_realistic_optimistic_editorial
1.3.3.4,גרף סקרים על מסך,מהיר,פוליטיקה,בחירות וסקרים,"אילוסטרציה 16:9 בגודל 1280x720 בסגנון צילום חדשותי נקי. הסצנה מציגה גרף סקרים על מסך בהקשר של בחירות וסקרים, ללא אנשים מזוהים, ללא לוגואים וללא הצגה כאירוע אמיתי. קומפוזיציה ברורה עם עומק, תאורה טבעית, ומקום נקי לכותרת במקרה הצורך.","מהיר, פוליטיקה, בחירות וסקרים, גרף סקרים על מסך, אילוסטרציה, חדשות, פואנטה",poenta_066_1_3_3_4_calm.jpg,/root/.openclaw/workspace/generated/poenta-image-bank/images/1280x720/poenta_066_1_3_3_4_calm.jpg,/assets/poenta-image-bank/poenta_066_1_3_3_4_calm.jpg,https://poanta-demo.pages.dev/assets/poenta-image-bank/poenta_066_1_3_3_4_calm.jpg,generated_pending_review,1280,720,gemini-3.1-flash-lite-image,calm_realistic_optimistic_editorial
1.3.4.1,קהל בכיכר ללא שלטים מזוהים,מהיר,פוליטיקה,מחאה,"אילוסטרציה 16:9 בגודל 1280x720 בסגנון צילום חדשותי נקי. הסצנה מציגה קהל בכיכר ללא שלטים מזוהים בהקשר של מחאה, ללא אנשים מזוהים, ללא לוגואים וללא הצגה כאירוע אמיתי. קומפוזיציה ברורה עם עומק, תאורה טבעית, ומקום נקי לכותרת במקרה הצורך.","מהיר, פוליטיקה, מחאה, קהל בכיכר ללא שלטים מזוהים, אילוסטרציה, חדשות, פואנטה",poenta_067_1_3_4_1_calm.jpg,/root/.openclaw/workspace/generated/poenta-image-bank/images/1280x720/poenta_067_1_3_4_1_calm.jpg,/assets/poenta-image-bank/poenta_067_1_3_4_1_calm.jpg,https://poanta-demo.pages.dev/assets/poenta-image-bank/poenta_067_1_3_4_1_calm.jpg,generated_pending_review,1280,720,gemini-3.1-flash-lite-image,calm_realistic_optimistic_editorial
1.3.4.2,מגפון ביד,מהיר,פוליטיקה,מחאה,"אילוסטרציה 16:9 בגודל 1280x720 בסגנון צילום חדשותי נקי. הסצנה מציגה מגפון ביד בהקשר של מחאה, ללא אנשים מזוהים, ללא לוגואים וללא הצגה כאירוע אמיתי. קומפוזיציה ברורה עם עומק, תאורה טבעית, ומקום נקי לכותרת במקרה הצורך.","מהיר, פוליטיקה, מחאה, מגפון ביד, אילוסטרציה, חדשות, פואנטה",poenta_068_1_3_4_2_calm.jpg,/root/.openclaw/workspace/generated/poenta-image-bank/images/1280x720/poenta_068_1_3_4_2_calm.jpg,/assets/poenta-image-bank/poenta_068_1_3_4_2_calm.jpg,https://poanta-demo.pages.dev/assets/poenta-image-bank/poenta_068_1_3_4_2_calm.jpg,generated_pending_review,1280,720,gemini-3.1-flash-lite-image,calm_realistic_optimistic_editorial
1.3.4.3,שלטים ריקים במחאה,מהיר,פוליטיקה,מחאה,"אילוסטרציה 16:9 בגודל 1280x720 בסגנון צילום חדשותי נקי. הסצנה מציגה שלטים ריקים במחאה בהקשר של מחאה, ללא אנשים מזוהים, ללא לוגואים וללא הצגה כאירוע אמיתי. קומפוזיציה ברורה עם עומק, תאורה טבעית, ומקום נקי לכותרת במקרה הצורך.","מהיר, פוליטיקה, מחאה, שלטים ריקים במחאה, אילוסטרציה, חדשות, פואנטה",poenta_069_1_3_4_3_calm.jpg,/root/.openclaw/workspace/generated/poenta-image-bank/images/1280x720/poenta_069_1_3_4_3_calm.jpg,/assets/poenta-image-bank/poenta_069_1_3_4_3_calm.jpg,https://poanta-demo.pages.dev/assets/poenta-image-bank/poenta_069_1_3_4_3_calm.jpg,generated_pending_review,1280,720,gemini-3.1-flash-lite-image,calm_realistic_optimistic_editorial
1.3.4.4,מחסום משטרתי בהפגנה,מהיר,פוליטיקה,מחאה,"אילוסטרציה 16:9 בגודל 1280x720 בסגנון צילום חדשותי נקי. הסצנה מציגה מחסום משטרתי בהפגנה בהקשר של מחאה, ללא אנשים מזוהים, ללא לוגואים וללא הצגה כאירוע אמיתי. קומפוזיציה ברורה עם עומק, תאורה טבעית, ומקום נקי לכותרת במקרה הצורך.","מהיר, פוליטיקה, מחאה, מחסום משטרתי בהפגנה, אילוסטרציה, חדשות, פואנטה",poenta_070_1_3_4_4_calm.jpg,/root/.openclaw/workspace/generated/poenta-image-bank/images/1280x720/poenta_070_1_3_4_4_calm.jpg,/assets/poenta-image-bank/poenta_070_1_3_4_4_calm.jpg,https://poanta-demo.pages.dev/assets/poenta-image-bank/poenta_070_1_3_4_4_calm.jpg,generated_pending_review,1280,720,gemini-3.1-flash-lite-image,calm_realistic_optimistic_editorial
1.3.5.1,דגלים בינלאומיים,מהיר,פוליטיקה,דיפלומטיה,"אילוסטרציה 16:9 בגודל 1280x720 בסגנון צילום חדשותי נקי. הסצנה מציגה דגלים בינלאומיים בהקשר של דיפלומטיה, ללא אנשים מזוהים, ללא לוגואים וללא הצגה כאירוע אמיתי. קומפוזיציה ברורה עם עומק, תאורה טבעית, ומקום נקי לכותרת במקרה הצורך.","מהיר, פוליטיקה, דיפלומטיה, דגלים בינלאומיים, אילוסטרציה, חדשות, פואנטה",poenta_071_1_3_5_1_calm.jpg,/root/.openclaw/workspace/generated/poenta-image-bank/images/1280x720/poenta_071_1_3_5_1_calm.jpg,/assets/poenta-image-bank/poenta_071_1_3_5_1_calm.jpg,https://poanta-demo.pages.dev/assets/poenta-image-bank/poenta_071_1_3_5_1_calm.jpg,generated_pending_review,1280,720,gemini-3.1-flash-lite-image,calm_realistic_optimistic_editorial
1.3.5.2,שולחן משא ומתן,מהיר,פוליטיקה,דיפלומטיה,"אילוסטרציה 16:9 בגודל 1280x720 בסגנון צילום חדשותי נקי. הסצנה מציגה שולחן משא ומתן בהקשר של דיפלומטיה, ללא אנשים מזוהים, ללא לוגואים וללא הצגה כאירוע אמיתי. קומפוזיציה ברורה עם עומק, תאורה טבעית, ומקום נקי לכותרת במקרה הצורך.","מהיר, פוליטיקה, דיפלומטיה, שולחן משא ומתן, אילוסטרציה, חדשות, פואנטה",poenta_072_1_3_5_2_calm.jpg,/root/.openclaw/workspace/generated/poenta-image-bank/images/1280x720/poenta_072_1_3_5_2_calm.jpg,/assets/poenta-image-bank/poenta_072_1_3_5_2_calm.jpg,https://poanta-demo.pages.dev/assets/poenta-image-bank/poenta_072_1_3_5_2_calm.jpg,generated_pending_review,1280,720,gemini-3.1-flash-lite-image,calm_realistic_optimistic_editorial
1.3.5.3,לחיצת ידיים לא מזוהות,מהיר,פוליטיקה,דיפלומטיה,"אילוסטרציה 16:9 בגודל 1280x720 בסגנון צילום חדשותי נקי. הסצנה מציגה לחיצת ידיים לא מזוהות בהקשר של דיפלומטיה, ללא אנשים מזוהים, ללא לוגואים וללא הצגה כאירוע אמיתי. קומפוזיציה ברורה עם עומק, תאורה טבעית, ומקום נקי לכותרת במקרה הצורך.","מהיר, פוליטיקה, דיפלומטיה, לחיצת ידיים לא מזוהות, אילוסטרציה, חדשות, פואנטה",poenta_073_1_3_5_3_calm.jpg,/root/.openclaw/workspace/generated/poenta-image-bank/images/1280x720/poenta_073_1_3_5_3_calm.jpg,/assets/poenta-image-bank/poenta_073_1_3_5_3_calm.jpg,https://poanta-demo.pages.dev/assets/poenta-image-bank/poenta_073_1_3_5_3_calm.jpg,generated_pending_review,1280,720,gemini-3.1-flash-lite-image,calm_realistic_optimistic_editorial
1.3.5.4,בניין שגרירות כללי,מהיר,פוליטיקה,דיפלומטיה,"אילוסטרציה 16:9 בגודל 1280x720 בסגנון צילום חדשותי נקי. הסצנה מציגה בניין שגרירות כללי בהקשר של דיפלומטיה, ללא אנשים מזוהים, ללא לוגואים וללא הצגה כאירוע אמיתי. קומפוזיציה ברורה עם עומק, תאורה טבעית, ומקום נקי לכותרת במקרה הצורך.","מהיר, פוליטיקה, דיפלומטיה, בניין שגרירות כללי, אילוסטרציה, חדשות, פואנטה",poenta_074_1_3_5_4_calm.jpg,/root/.openclaw/workspace/generated/poenta-image-bank/images/1280x720/poenta_074_1_3_5_4_calm.jpg,/assets/poenta-image-bank/poenta_074_1_3_5_4_calm.jpg,https://poanta-demo.pages.dev/assets/poenta-image-bank/poenta_074_1_3_5_4_calm.jpg,generated_pending_review,1280,720,gemini-3.1-flash-lite-image,calm_realistic_optimistic_editorial
1.4.1.1,פקק תנועה כבד,מהיר,תאונות ותשתיות,כבישים,"אילוסטרציה 16:9 בגודל 1280x720 בסגנון צילום חדשותי נקי. הסצנה מציגה פקק תנועה כבד בהקשר של כבישים, ללא אנשים מזוהים, ללא לוגואים וללא הצגה כאירוע אמיתי. קומפוזיציה ברורה עם עומק, תאורה טבעית, ומקום נקי לכותרת במקרה הצורך.","מהיר, תאונות ותשתיות, כבישים, פקק תנועה כבד, אילוסטרציה, חדשות, פואנטה",poenta_075_1_4_1_1_calm.jpg,/root/.openclaw/workspace/generated/poenta-image-bank/images/1280x720/poenta_075_1_4_1_1_calm.jpg,/assets/poenta-image-bank/poenta_075_1_4_1_1_calm.jpg,https://poanta-demo.pages.dev/assets/poenta-image-bank/poenta_075_1_4_1_1_calm.jpg,generated_pending_review,1280,720,gemini-3.1-flash-lite-image,calm_realistic_optimistic_editorial
1.4.1.2,צומת חסום,מהיר,תאונות ותשתיות,כבישים,"אילוסטרציה 16:9 בגודל 1280x720 בסגנון צילום חדשותי נקי. הסצנה מציגה צומת חסום בהקשר של כבישים, ללא אנשים מזוהים, ללא לוגואים וללא הצגה כאירוע אמיתי. קומפוזיציה ברורה עם עומק, תאורה טבעית, ומקום נקי לכותרת במקרה הצורך.","מהיר, תאונות ותשתיות, כבישים, צומת חסום, אילוסטרציה, חדשות, פואנטה",poenta_076_1_4_1_2_calm.jpg,/root/.openclaw/workspace/generated/poenta-image-bank/images/1280x720/poenta_076_1_4_1_2_calm.jpg,/assets/poenta-image-bank/poenta_076_1_4_1_2_calm.jpg,https://poanta-demo.pages.dev/assets/poenta-image-bank/poenta_076_1_4_1_2_calm.jpg,generated_pending_review,1280,720,gemini-3.1-flash-lite-image,calm_realistic_optimistic_editorial
1.4.1.3,רכב חילוץ בכביש,מהיר,תאונות ותשתיות,כבישים,"אילוסטרציה 16:9 בגודל 1280x720 בסגנון צילום חדשותי נקי. הסצנה מציגה רכב חילוץ בכביש בהקשר של כבישים, ללא אנשים מזוהים, ללא לוגואים וללא הצגה כאירוע אמיתי. קומפוזיציה ברורה עם עומק, תאורה טבעית, ומקום נקי לכותרת במקרה הצורך.","מהיר, תאונות ותשתיות, כבישים, רכב חילוץ בכביש, אילוסטרציה, חדשות, פואנטה",poenta_077_1_4_1_3_calm.jpg,/root/.openclaw/workspace/generated/poenta-image-bank/images/1280x720/poenta_077_1_4_1_3_calm.jpg,/assets/poenta-image-bank/poenta_077_1_4_1_3_calm.jpg,https://poanta-demo.pages.dev/assets/poenta-image-bank/poenta_077_1_4_1_3_calm.jpg,generated_pending_review,1280,720,gemini-3.1-flash-lite-image,calm_realistic_optimistic_editorial
1.4.1.4,כביש רטוב בלילה,מהיר,תאונות ותשתיות,כבישים,"אילוסטרציה 16:9 בגודל 1280x720 בסגנון צילום חדשותי נקי. הסצנה מציגה כביש רטוב בלילה בהקשר של כבישים, ללא אנשים מזוהים, ללא לוגואים וללא הצגה כאירוע אמיתי. קומפוזיציה ברורה עם עומק, תאורה טבעית, ומקום נקי לכותרת במקרה הצורך.","מהיר, תאונות ותשתיות, כבישים, כביש רטוב בלילה, אילוסטרציה, חדשות, פואנטה",poenta_078_1_4_1_4_calm.jpg,/root/.openclaw/workspace/generated/poenta-image-bank/images/1280x720/poenta_078_1_4_1_4_calm.jpg,/assets/poenta-image-bank/poenta_078_1_4_1_4_calm.jpg,https://poanta-demo.pages.dev/assets/poenta-image-bank/poenta_078_1_4_1_4_calm.jpg,generated_pending_review,1280,720,gemini-3.1-flash-lite-image,calm_realistic_optimistic_editorial
